State,Year,Mo,Day,Victim,County,Race,Sex,Mob,Offense,Note,2nd Name,3rd Name,Comments,Source
MS,1903,6,23,George Kincaid,Bolivar ,Blk,Male,,Murderous assault,,,,,
MS,1904,3,19,Fayette Sawyer,Bolivar ,Blk,Male,,Murder,,,,,
MS,1904,3,19,Burke Harris,Bolivar ,Blk,Male,,Murder,,,,,
MS,1905,1,2,Unnamed Negro,Bolivar ,Blk,Male,,Attempted assault (rape),,,,,
MS,1905,12,10,James Green,Bolivar ,Blk,Male,Blk,Criminal assault (rape),,,,,
MS,1913,7,14,Sam Townes,Bolivar ,Blk,Male,,Murder  ,Uncertain,Samuel Towner,,,
MS,1913,12,10,— Steppins,Bolivar ,Blk,Male,,Wounding men,,,,,
MS,1914,6,28,Jennie Collins,Bolivar ,Blk,Fe,,Complicity in murder,,,,,
MS,1930,4,23,David Harris,Bolivar ,Blk,Male,,Murder,,,,,
MS,1897,7,23,James Sellers,Calhoun ,Blk,Male,,Murder,,,,,
MS,1886,2,19,Unnamed Negro,Carroll ,Blk,Male,,Murder,,,,,
MS,1901,8,1,Betsy McCray,Carroll ,Blk,Fe,,Implicated in murder,,,,,
MS,1901,8,1,Ida McCray,Carroll ,Blk,Fe,,Implicated in murder,,,,,
MS,1901,8,1,Belford McCray,Carroll ,Blk,Male,,Murder,,Belfield McCray,,,
MS,1901,8,4,Wm. Price,Carroll ,Blk,Male,,Complicity in murder      ,Uncertain,,,,
MS,1907,10,27,— Myers,Carroll ,Blk,Male,,Refused to aid lynch posse,,— Meyers,,,
MS,1904,7,9,Jesse Tucker,Chickasaw ,Blk,Male,,Attempted rape,,,,,
MS,1907,10,22,Henry Sykes,Chickasaw ,Blk,Male,,Obscene phone call,,,,,
MS,1909,2,9,Roby Baskin,Chickasaw ,Blk,Male,,Murder,,,,,
MS,1913,2,7,Andrew Williams,Chickasaw ,Blk,Male,,Murder,,,,,
MS,1913,2,8,Dibrell Tucker,Chickasaw ,Blk,Male,,Murder,,David Rucker,,,
MS,1884,9,21,— Keife,Claiborne ,Blk,Male,,Attempted rape,,— Keifer,,,
MS,1889,2,22,Allen Perkins,Claiborne ,Unk,Male,Blk,Murder & arson,,,,,
MS,1891,9,4,Wm. Smith,Claiborne ,Blk,Male,,Rape,,Wm. Johnson,,,
MS,1894,5,5,Amos Hicks,Claiborne ,Blk,Male,,Arson,,,,,
MS,1899,8,11,Wm. Wilson,Claiborne ,Blk,Male,,Rape,Uncertain,,,,
MS,1883,6,12,Aaron Harris,Clarke ,Blk,Male,,Murder,,,,,
MS,1918,12,20,Maggie House,Clarke ,Blk,Fe,,Murder,,,,,
MS,1918,12,20,Alma House,Clarke ,Blk,Fe,,Murder,,Alma Clarke,,,
MS,1918,12,20,Major Clarke,Clarke ,Blk,Male,,Murder,,,,,
MS,1918,12,20,Andrew Clarke,Clarke ,Blk,Male,,Murder,,,,,
MS,1920,7,5,James F. Spencer,Clarke ,Blk,Male,,Assault,,,,,
MS,1920,9,12,Wm. Echols,Clarke ,Blk,Male,,Murder,,,,,
MS,1891,6,28,Wm. Gates,Clay ,Blk,Male,,Attempted rape,,,,,
MS,1901,5,21,Milt Calvert,Clay ,Blk,Male,,Attempted rape,,Matt Calvert,,,
MS,1901,5,21,Unnamed Negro,Clay ,Blk,Male,,Cohabitation,,,,,
MS,1913,3,26,Henry Brown,Clay ,Blk,Male,,Murderous assault,,,,,
MS,1915,6,27,Unnamed Negro,Clay ,Blk,Male,,Entered girl's room,,,,,
MS,1915,12,30,Samuel Sykes,Clay ,Blk,Male,,Attempted murder,,,,,
MS,1916,3,18,Jeff Brown,Clay ,Blk,Male,,Attempted assault (rape),,,,,
MS,1885,5,6,Unnamed Chinese,Coahoma ,Other,Male,,Assaulted girl,,,,,
MS,1886,4,29,Unnamed White  ,Coahoma ,Wht,Male,,Cutting levee,,,,,
MS,1886,4,29,Unnamed White,Coahoma ,Wht,Male,,Cutting levee,,,,,
MS,1893,8,20,Charles Tart,Coahoma ,Blk,Male,,Assault,,Charles Hart,Sam Wilborn,,
MS,1900,11,8,Lit Nabors,Coahoma ,Blk,Male,,Murder,Uncertain,Kit Nabors,,,
MS,1902,5,11,Horace Mullen,Coahoma ,Blk,Male,,Unknown,,Horace Muller,,,
MS,1905,11,22,David Sims,Coahoma ,Blk,Male,,Murder,,Davis Simms,,,
MS,1908,10,11,Jim Davis,Coahoma ,Blk,Male,,Murderous assault,,Joseph Davis,,,
MS,1908,10,11,Frank Davis,Coahoma ,Blk,Male,,Murderous assault,,,,,
MS,1909,9,6,Hiram McDaniels,Coahoma ,Blk,Male,,Complicity in murder,,,,,
MS,1886,2,17,Joe James,Copiah ,Blk,Male,,Murder & arson,,,,,
MS,1891,6,11,Wm. Turner,Copiah ,Blk,Male,,Criminal assault (rape),,,,,
MS,1894,6,7,Lewis Williams,Copiah ,Blk,Male,,Attempted rape,,,,,
MS,1895,11,23,Jack Yarbrough,Copiah ,Blk,Male,,Murder,,Jack Yarborough,,,
MS,1897,6,25,John M. Moses,Copiah ,Blk,Male,,Murder,,,,,
MS,1908,4,5,John Winston,Copiah ,Blk,Male,,Murder,,John Bull,John Burr,,
MS,1911,3,25,Unnamed Negro,Copiah ,Blk,Male,,Murder,,,,,
MS,1918,1,16,Simeon Edwards,Copiah ,Blk,Male,,Murder,,Samuel Edwards,,,
MS,1922,2,1,Wm. Thrasher,Copiah ,Blk,Male,,Attacked teacher,Uncertain,,,,
MS,1889,10,12,Robert Biggs,DeSoto ,Blk,Male,,Rape,,Charles Woods,,,
MS,1889,10,19,Unnamed Negro,DeSoto ,Blk,Male,Blk,Rape,,,,,
MS,1889,11,14,Joe Mobly,DeSoto ,Blk,Male,,Mistaken identity,Uncertain,,,,
MS,1891,7,13,Samuel Gillespie,DeSoto ,Blk,Male,,Aided larcenist,,,,,
MS,1897,10,6,Harry Crowell,DeSoto ,Blk,Male,,Miscegnation,,Henry Crower,,,
MS,1898,3,6,Wm. Jones,DeSoto ,Blk,Male,,Rape,,,,,
MS,1900,3,10,Thomas Clayton,DeSoto ,Blk,Male,Blk,Rape,,,,,
MS,1905,8,16,Henry Young,DeSoto ,Blk,Male,,Murder,,,,,
MS,1907,7,20,Andrew Trice,DeSoto ,Blk,Male,Blk,Murder,Uncertain,,,,
MS,1908,10,15,W. J. Jackson,DeSoto ,Blk,Male,Blk,Theft,,,,,
MS,1914,2,16,Johnson McQuirk,DeSoto ,Blk,Male,,Murderous assault,,,,,
MS,1914,7,14,James Bailey,DeSoto ,Blk,Male,,Stealing,,Joseph Bailey,,,
MS,1890,6,1,George Stevenson,Forrest ,Blk,Male,,Attempted rape,,,,,
MS,1895,7,26,Thomas Johnson,Forrest ,Blk,Male,,Murder,,,,,
MS,1899,9,26,Wm. Oatis,Forrest ,Blk,Male,,Indecent proposal to girl,Uncertain,,,,
MS,1903,10,27,Joe Hicks,Forrest ,Blk,Male,,Entered house,,Joe Johnston,,,
MS,1905,8,4,Edward Lewis,Forrest ,Blk,Male,,Murder,,Ed Brock,,,
MS,1905,8,4,"""Kid"" George",Forrest ,Blk,Male,,Murderous assault,,"""Kid"" Willis",,,
MS,1921,7,23,Casey E. Jones,Forrest ,Wht,Male,,Murder,,,,,
MS,1921,3,20,Arthur Jennings,Forrest ,Blk,Male,,Murder,,,,,
MS,1928,12,26,Emanuel McCallum,Forrest ,Blk,Male,,Fight with white man,Uncertain,,,,
MS,1883,4,16,Tom Bailey,Franklin ,Blk,Male,,Rape & murder,,,,,
MS,1883,5,1,Amos Bailey,Franklin ,Blk,Male,,Murder,,,,,
MS,1884,9,20,Monroe Williams,Franklin ,Blk,Male,,Attempted rape,,,,,
MS,1884,9,20,Thomas Johnson,Franklin ,Blk,Male,,Murder,,,,,
MS,1884,9,20,Richard Taylor,Franklin ,Blk,Male,,Murder,,,,,
MS,1884,9,20,Andrew Cassels,Franklin ,Blk,Male,,Robbery & arson,,Andrew Casoils,,,
MS,1884,9,30,Wm. Smith,Franklin ,Blk,Male,Blk,Rape,,,,,
MS,1886,11,25,Unnamed Negro,Franklin ,Blk,Unk,,Arson & Theft,,,,,
MS,1886,11,25,Unnamed Negro,Franklin ,Blk,Unk,,Arson & Theft,,,,,
MS,1886,11,25,Unnamed Negro,Franklin ,Blk,Unk,,Arson & Theft,,,,,
MS,1891,2,13,Wm. Brown,Franklin ,Blk,Male,,Criminal assault (rape),,,,,
MS,1897,10,16,Wm. Williams,Franklin ,Blk,Male,,Assaulted woman (rape)  ,Uncertain,,,,
MS,1906,10,5,Unnamed Negro,George ,Blk,Male,,Attempted rape,,,,,
MS,1885,6,4,David T. Fairly,Greene ,Wht,Male,,Murder,,,,,
MS,1927,5,25,Bernice Raspberry,Greene ,Blk,Male,,Improper with woman,,Ed Lively,,,
MS,1885,7,7,Felix Williams,Grenada ,Blk,Male,,Murder,,,,,
MS,1885,7,7,Perry McChristian,Grenada ,Blk,Male,,Murder,,,,,
MS,1885,7,8,Bartly James,Grenada ,Blk,Male,,Implicated in murder,,,,,
MS,1889,7,15,Jim Tillman,Grenada ,Blk,Male,,Testifying,Uncertain,,,,
MS,1892,7,16,Manuel Monday,Grenada ,Blk,Male,Blk,Rape,,,,,
MS,1893,2,14,Richard Turman,Grenada ,Blk,Male,,Rape,Uncertain,,,,
MS,1898,3,17,Alexander Anderson,Grenada ,Blk,Male,,Attempted rape,,,,,
MS,1923,12,26,Wm. Hardeman,Grenada ,Blk,Male,,Insulting remarks,,,,,
MS,1886,7,3,George C. Parker,Hancock ,Blk,Male,,Criminal assault (rape),,,,,
MS,1887,7,23,George Washington,Harrison ,Blk,Male,,Attempted rape,,,,,
MS,1893,7,2,Unnamed Negro,Harrison ,Blk,Male,,Criminal assault (rape),,,,,
MS,1893,7,2,Unnamed Negro,Harrison ,Blk,Male,,Criminal assault (rape),,,,,
MS,1894,7,14,Unnamed Negro,Harrison ,Blk,Male,,Attempted rape,,,,,
MS,1899,7,24,Henry Novels,Harrison ,Blk,Male,,Attempted assault (rape),,,,,
MS,1900,6,9,Henry Askew,Harrison ,Blk,Male,,Murder,,,,,
MS,1900,6,9,Ed Russ,Harrison ,Blk,Male,,Murder,,,,,
MS,1900,12,20,Henry Lewis,Harrison ,Blk,Male,,Implicated in murder,,,,,
MS,1901,6,18,Abe Barrett,Harrison ,Blk,Male,,Assaulted girl,,,,,
MS,1903,11,5,Samuel Adams,Harrison ,Blk,Male,Blk,Criminal assault (rape),,,,,
MS,1903,12,26,James Carr,Harrison ,Blk,Male,,Murder,,,,,
MS,1904,3,13,Unnamed Negro,Harrison ,Blk,Male,,Murder,,,,,
MS,1907,12,15,Patrick Husband,Harrison ,Blk,Male,,Assaulted girls (rape),,Pat Jones,,,
MS,1908,11,10,Henry Leidy,Harrison ,Blk,Male,,Rape,,,,,
MS,1922,3,21,Alexander Smith,Harrison ,Blk,Male,,Operated bordello,Uncertain,,,,
MS,1883,9,4,James King,Hinds ,Blk,Male,,Grave robbery,,,,,
MS,1883,9,4,George Gaddis,Hinds ,Blk,Male,,Grave robbery,,,,,
MS,1883,12,19,Unnamed Negro,Hinds ,Blk,Male,,Rape,,,,,
MS,1885,6,29,Ben Holt,Hinds ,Blk,Male,Blk,Murder,,,,,
MS,1888,8,14,Bob Broome,Hinds ,Blk,Male,,Murder,,Bob Brooke,Robert Brown,,
MS,1888,9,12,Curtis Shortney,Hinds ,Blk,Male,,Murder,,,,,
MS,1892,7,19,"""Doc"" Davis",Hinds ,Blk,Male,,Rape,,,,,
MS,1894,5,25,Henry Smith,Hinds ,Blk,Male,,Burglary,,,,,
MS,1894,5,25,Wm. James,Hinds ,Blk,Male,,Burglary,, ,,,
MS,1895,3,27,Unnamed Negro,Hinds ,Blk,Male,,Insulted girls,,,,,
MS,1895,7,5,Theodore Puckett,Hinds ,Blk,Male,,Robbery,,Theodore Picket,,,
MS,1897,4,14,Jesse Evans,Hinds ,Blk,Male,,Attempted assault (rape),,,,,
MS,1899,12,23,James Martin,Hinds ,Blk,Male,,Murder & attempted rape,,,,,
MS,1899,12,23,Charlie West,Hinds ,Blk,Male,,Murder & attempted rape,,Frank West,,,
MS,1900,4,19,Henry McAfee,Hinds ,Blk,Male,,Attempted rape,,,,,
MS,1901,3,20,Jody Bell,Hinds ,Blk,Male,,Attm. criminal assault (rape)  ,,Terry Bell,,,
MS,1906,5,8,Tamp Sims,Hinds ,Blk,Male,,Attempted murder,,Samuel Sims,,,
MS,1912,12,17,Joe Beeman,Hinds ,Blk,Male,,Murderous assault,Uncertain,,,,
MS,1888,9,3,Wm. Lewis,Holmes ,Blk,Male,,Unknown,Uncertain,,,,
MS,1909,3,12,Joseph Gordon,Holmes ,Blk,Male,,Murderous assault,,,,,
MS,1910,6,15,Otho Mitchell,Holmes ,Blk,Male,,Attempted murder,,Otto Mitchell,,,
MS,1919,5,5,Unnamed Negro,Holmes ,Blk,Fe,,Writing insulting note,,,,,
MS,1919,5,5,Unnamed Negro,Holmes ,Blk,Male,,Writing insulting note,,,,,
MS,1923,9,31,Unnamed Negro,Holmes ,Blk,Fe,,Race prejudice,,,,,
MS,1926,7,17,Frederick Chambers,Holmes ,Blk,Male,,Shooting officer,,,,,
MS,1919,3,2,Eugene Green,Humphreys ,Blk,Male,,Murder,Uncertain,,,,
MS,1919,7,15,Robert Truett,Humphreys ,Blk,Male,,Insulted white woman,,,,,
MS,1897,1,16,Peter Henderson,Indeterminant,Blk,Male,,Attempted murder,Uncertain,,,,
MS,1923,1,3,Benjamin Webster,Indeterminant,Blk,Male,,Murder,,,,,
MS,1883,12,20,— Howard,Issaquena ,Blk,Male,Blk,Murder,Uncertain,,,,
MS,1884,4,28,Samuel T. Wilson,Issaquena ,Wht,Male,Blk,Murderous assault,,,,,
MS,1900,12,18,Unnamed Negro,Issaquena ,Blk,Male,,Murder,,,,,
MS,1900,12,18,Unnamed Negro,Issaquena ,Blk,Male,,Murder,,,,,
MS,1903,8,31,George Jones,Issaquena ,Blk,Male,,Arson,,,,,
MS,1913,3,25,Lem Davis,Issaquena ,Blk,Male,,Murder,,,,,
MS,1883,8,1,D. W. Pressell,Issequena ,Wht,Male,,Rape,,,,,
MS,1883,7,2,Martin Jones,Issequena ,Blk,Male,,Murder,,,,,
MS,1886,1,31,Ebenezer Fowler,Issequena ,Blk,Male,,Insulted white woman,Uncertain,,,,
MS,1894,7,4,George Pond,Itawamba ,Blk,Male,,Attempted rape,,,,,
MS,1895,3,27,Robert Bethain,Jackson ,Blk,Male,,Arson    ,Uncertain,Robert Betaet,,,
MS,1895,7,18,Andrew Thomas,Jackson ,Blk,Male,,Rape,,,,,
MS,1899,6,21,Daniel Patrick,Jackson ,Wht,Male,,Assaulted woman (rape),,,,,
MS,1901,2,26,John Knox,Jackson ,Wht,Male,,Murder,,,,,
MS,1901,2,2,Warren Mathews,Jackson ,Blk,Male,Blk,Attm. criminal assault (rape),,,,,
MS,1906,10,21,Robert Clarke,Jackson ,Blk,Male,,Attempted rape,,Daniel Dove,,,
MS,1908,3,10,David Poe,Jackson ,Blk,Male,,Arson,,,,,
MS,1908,3,10,Thomas Ranston,Jackson ,Blk,Male,,Arson,,,,,
MS,1908,3,10,— Jenkins (br),Jackson ,Blk,Male,,Arson,,,,,
MS,1908,3,10,— Jenkins (br),Jackson ,Blk,Male,,Arson,,,,,
MS,1890,7,25,F. M. B. Cook,Jasper ,Wht,Male,,Political prejudice,Uncertain,,,,
MS,1906,6,11,Wood Ambrose,Jeff. Davis,Blk,Male,,Murder,,,,,
MS,1887,4,13,Jerry Wallace,Jefferson ,Blk,Male,,Murder,,,,,
MS,1895,5,20,Robert Dunbar,Jefferson ,Blk,Male,,Rape,Uncertain,,,,
MS,1896,4,11,Jim Fountain,Jefferson ,Blk,Male,,Race prejudice,,,,,
MS,1913,9,29,Walter Jones,Jefferson ,Blk,Male,,Murder,,,,,
MS,1913,9,29,Wm. Jones,Jefferson ,Blk,Male,,Murder,,,,,
MS,1885,12,17,Samuel Wilson,Jones ,Blk,Male,Blk,Rape & murder,,Daniel Wilson,,,
MS,1902,10,20,Unnamed Negro,Jones ,Blk,Male,,Attempted assault (rape),,,,,
MS,1919,6,26,John Hartfield,Jones ,Blk,Male,Blk,Assaulted woman (rape),,James Hartfield,,,
MS,1883,6,4,Unnamed Negro,Kemper ,Blk,Male,,Assault,,,,,
MS,1885,1,26,Bill —,Kemper ,Blk,Male,,Rape,,,,,
MS,1889,7,30,Thomas Talbott,Kemper ,Wht,Male,,Rape,,,,,
MS,1898,1,6,James Watts,Kemper ,Blk,Male,Blk,Adultery,,,,,
MS,1898,1,6,Samuel Cole,Kemper ,Blk,Male,Blk,Adultery,,,,,
MS,1906,6,25,Unnamed Negro,Kemper ,Blk,Male,,Attempted rape,,,,,
MS,1909,10,28,Unnamed Negro,Kemper ,Blk,Male,,Murder,Uncertain,,,,
MS,1909,10,28,Unnamed Negro,Kemper ,Blk,Male,,Murder,Uncertain,,,,
MS,1909,10,28,Unnamed Negro,Kemper ,Blk,Male,,Murder,Uncertain,,,,
MS,1909,10,28,Unnamed Negro,Kemper ,Blk,Male,,Murder,Uncertain,,,,
MS,1915,5,15,Unnamed Negro,Kemper ,Blk,Male,,Insulted white woman,,,,,
MS,1924,7,18,Harry Shelton,Kemper ,Blk,Male,,Insulting white woman,,,,,
MS,1930,9,10,"""Pig"" Lockett",Kemper ,Blk,Male,,Robbery,,,,,
MS,1930,9,10,Holly White,Kemper ,Blk,Male,,Robbery,,Holly Hite,,,
MS,1885,7,12,Harris Tunstal,Lafayette ,Blk,Male,,Attempted rape,,,,,
MS,1891,9,2,Unnamed Negro,Lafayette ,Blk,Male,,Assault (rape),,,,,
MS,1893,7,30,Will Steele,Lafayette ,Blk,Male,,Unknown,,Wm. Steen,,,
MS,1895,6,19,Wm. Chandler,Lafayette ,Blk,Male,,Robbery,,,,,
MS,1908,9,8,Nib Patton,Lafayette ,Blk,Male,,Murder,,Lawson Patton,,,
MS,1884,12,27,Jordan Parker,Lamar ,Blk,Male,,Train wrecking,,,,,
MS,1891,5,9,Monroe Walters,Lamar ,Blk,Male,,Murder,,Monroe Walker,,,
MS,1920,12,22,Coleman Brown,Lamar ,Blk,Male,Blk,Implicated in murder,Uncertain,,,,
MS,1884,5,19,Mark Moore,Lauderdale ,Wht,Male,,Rape & murder,,,,,
MS,1889,8,21,Sherman Lewis,Lauderdale ,Blk,Male,,Unknown,Uncertain,,,,
MS,1891,11,28,Arthur Ramsay,Lauderdale ,Blk,Male,,Race prejudice,,Arthur Rainsey,,,
MS,1891,12,17,Unnamed Negro,Lauderdale ,Blk,Male,,Assaulted woman (rape),,,,,
MS,1892,11,5,James Tolbert,Lauderdale ,Wht,Male,,Father of murder,,James Talbert,,,
MS,1895,7,27,Charles Burwell,Lauderdale ,Blk,Male,,Assault & robbery,,,,,
MS,1898,11,26,Unnamed Negro,Lauderdale ,Blk,Male,,Assault,Uncertain,,,,
MS,1898,11,26,Unnamed Negro,Lauderdale ,Blk,Male,,Assault,Uncertain,,,,
MS,1898,11,26,Unnamed Negro,Lauderdale ,Blk,Male,,Assault,Uncertain,,,,
MS,1909,11,25,Morgan Chambers,Lauderdale ,Blk,Male,,Robbery,,,,,
MS,1910,4,13,Thomas O'Neil,Lauderdale ,Blk,Male,,Murder,,,,,
MS,1911,11,7,"""Judge"" Moseley",Lauderdale ,Blk,Male,,Murderous assault,,,,,
MS,1921,1,4,Robert Lewis,Lauderdale ,Blk,Male,,Murder,,Robert Louis,,,
MS,1921,4,14,George Marshall,Lauderdale ,Blk,Male,,Threats to kill,,,,,
MS,1897,12,10,Charley Lewis,Lawrence ,Blk,Male,,Rape & murder,,Charles Jones,,,
MS,1897,12,16,Thomas Waller,Lawrence ,Blk,Male,,Murder,,Thomas Weller,,,
MS,1899,10,20,Joseph Leflore,Leake ,Blk,Male,,Murder & arson,,,,,
MS,1902,8,16,Charles Johnson,Leake ,Blk,Male,,Assaulted woman (rape),,,,,
MS,1888,6,19,— Davis,Lee ,Blk,Male,,Attempted rape,,,,,
MS,1896,4,3,Harvey Mabry,Lee ,Blk,Male,,Attempted rape             ,,Harve Mayberry,,,
MS,1886,8,31,Unnamed Negro,Leflore ,Blk,Male,,Planning rape,,,,,
MS,1886,8,31,Unnamed Negro,Leflore ,Blk,Male,,Planning rape,,,,,
MS,1886,8,31,Unnamed Negro,Leflore ,Blk,Male,,Planning rape,,,,,
MS,1887,3,1,Thomas Mack,Leflore ,Blk,Male,Blk,Arson,,,,,
MS,1887,3,1,Levry Mack,Leflore ,Blk,Male,Blk,Arson,,Terry Mack,,,
MS,1887,8,4,George Evans,Leflore ,Blk,Male,Blk,Murder,,,,,
MS,1889,9,12,Louis Mortimer,Leflore ,Blk,Male,,Murder,,,,,
MS,1890,2,28,Burt Martin,Leflore ,Blk,Male,,Murder,,Burke Martin,,,
MS,1890,12,6,Dennis Martin ,Leflore ,Blk,Male,Blk,Murder,,Charlie Martin,,,
MS,1890,12,8,Mose Lemons,Leflore ,Blk,Male,,Conspiracy,,Mose Lemon,,,
MS,1896,10,19,Unnamed Negro,Leflore ,Blk,Male,,Murder,,,,,
MS,1907,1,23,Henry Bell,Leflore ,Blk,Male,,Rape,,Young Bell,,,
MS,1908,8,28,John Smith,LeFlore ,Blk,Male,,Burglary,Uncertain,,,,
MS,1916,10,3,Allen Nance,Leflore ,Blk,Male,Blk,Murderous assault,,,,,
MS,1925,2,17,Hal Winters,Leflore ,Blk,Male,,Murder,,,,,
MS,1925,2,17,George Blakeley,Leflore ,Blk,Male,,Murder,,— Winters,JohnSimmons,,
MS,1891,6,11,Unnamed Negro,Lincoln ,Blk,Male,,Rape,,,,,
MS,1894,6,27,George Linton,Lincoln ,Blk,Male,,Attempted rape,,,,,
MS,1895,6,27,Thomas Bowen,Lincoln ,Blk,Male,,Rape,,,,,
MS,1903,12,20,Eli Hilson,Lincoln ,Blk,Male,,Race prejudice,Uncertain,,,,
MS,1903,12,27,Jesse Bagnets,Lincoln ,Blk,Male,,Unknown,Uncertain,,,,
MS,1908,1,2,"""Coot"" Autman",Lincoln ,Blk,Male,,Murderous assault,,,,,
MS,1908,2,10,Eli Piggott,Lincoln ,Blk,Male,,Criminal assault (rape)    ,,Eli Pigatt,,,
MS,1928,6,29,James Bearden,Lincoln ,Blk,Male,,Wounded men,,,,,
